CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19960823 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 5.730
Integrated O3 until EOF (DU)     : 268.508
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      993.120   287.060    54.969     3.400    34.236     0.319  9000.000  9000.000   287.620   300.920     0.00555
 0.4      981.330   286.010    58.138     3.400    34.647     0.639  9000.000  9000.000   287.550   300.870     0.00554
 0.5      969.650   284.980    60.897     3.490    35.989     0.969  9000.000  9000.000   287.490   300.740     0.00549
 0.6      958.130   284.070    63.947     3.400    35.486     1.291  9000.000  9000.000   287.550   300.840     0.00549
 0.7      946.720   283.120    67.000     3.312    34.989     1.606  9000.000  9000.000   287.570   300.840     0.00546
 0.8      935.410   282.380    67.200     3.300    35.278     1.921  9000.000  9000.000   287.800   300.660     0.00527
