CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19991218 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 16.200
Integrated O3 until EOF (DU)     : 178.382
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      983.540   292.770    67.800     1.230    12.506     0.113    -6.783     4.749   294.160   318.190     0.01000
 0.4      972.180   291.830    70.100     1.210    12.446     0.225    -6.769     5.481   294.180   317.950     0.00986
 0.5      960.820   290.930    74.000     1.190    12.385     0.335    -6.593     5.978   294.260   318.310     0.00994
 0.6      949.720   289.870    78.000     1.180    12.425     0.445    -5.955     6.614   294.160   318.200     0.00990
 0.7      938.600   289.000    82.455     1.170    12.465     0.554    -4.820     7.001   294.270   318.670     0.01002
 0.8      927.620   287.960    86.000     1.160    12.505     0.662    -3.353     6.843   294.190   318.330     0.00987
 0.9      916.700   287.430    85.000     1.148    12.521     0.770    -2.893     5.932   294.640   318.040     0.00954
