CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 20050617 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.010
Integrated O3 until EOF (DU)     : 217.545
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, OS815N
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      981.100   292.300    53.500     2.655    27.061     0.245     5.831    -1.947   293.890   312.360     0.00768
 0.4      969.690   291.190    56.042     2.674    27.580     0.492     6.663    -1.104   293.750   312.050     0.00758
 0.5      958.410   290.220    59.106     2.655    27.697     0.738     7.104    -1.425   293.750   312.160     0.00760
 0.6      947.280   289.310    61.795     2.648    27.953     0.985     7.013    -2.359   293.810   312.240     0.00759
 0.7      936.170   288.240    65.556     2.634    28.141     1.231     6.295    -1.842   293.710   312.220     0.00759
 0.8      925.200   287.350    69.760     2.628    28.400     1.477     6.142    -1.161   293.780   312.660     0.00771
 0.9      914.200   286.330    74.388     2.610    28.549     1.722     6.708    -0.633   293.740   312.860     0.00778
