CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19970323 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 12.324
Integrated O3 until EOF (DU)     : 180.839
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      986.760   295.900    72.538     1.600    16.215     0.146  9000.000  9000.000   297.030   328.220     0.01299
 0.4      975.540   295.300    72.000     1.645    16.867     0.296  9000.000  9000.000   297.390   327.640     0.01256
 0.5      964.420   294.610    73.000     1.700    17.627     0.451  9000.000  9000.000   297.660   327.500     0.01235
 0.6      953.330   293.870    73.000     1.700    17.832     0.607  9000.000  9000.000   297.900   326.800     0.01192
 0.7      942.410   293.160    73.000     1.731    18.363     0.766  9000.000  9000.000   298.150   326.220     0.01154
 0.8      931.520   292.370    77.938     1.700    18.250     0.922  9000.000  9000.000   298.340   327.290     0.01186
