CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19970704 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 13.387
Integrated O3 until EOF (DU)     : 188.467
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
 0.0     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.1     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.2     9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
 0.3      986.420   289.740    79.652     2.000    20.275     0.186  9000.000  9000.000   290.870   314.020     0.00965
 0.4      974.880   289.280    80.000     2.100    21.541     0.381  9000.000  9000.000   291.380   314.300     0.00952
 0.5      963.550   288.620    81.840     2.100    21.794     0.577  9000.000  9000.000   291.690   314.510     0.00944
 0.6      952.280   287.720    85.627     2.131    22.382     0.777  9000.000  9000.000   291.760   314.620     0.00943
 0.7      941.050   287.070    89.212     2.100    22.315     0.974  9000.000  9000.000   292.080   315.240     0.00952
 0.8      929.960   286.610    91.000     2.021    21.727     1.164  9000.000  9000.000   292.600   315.890     0.00953
